序號,hohi_id,旅宿名稱,縣市,鄉鎮市區,業別,地址,電話,官網,Google地圖,Google評分,評論數,合理價格下限,合理價格上限,查詢入住日,查詢退房日,人數,平日雙人房價,房型名稱,來源平台,結果,查核日期,備註
139,25901,旅浪民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮南灣路林森巷22-1號,0937917298-,,https://maps.google.com/?cid=11942823425331806972,4.9,267,300,10800,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
140,4898,夏綠地民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮社興路156號,0922720178,http://Summer.68bnb.com,https://maps.google.com/?cid=10876301789685839950,4.9,266,300,3150,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
141,1452,水頭人家,苗栗縣,大湖鄉,民宿,苗栗縣大湖鄉大寮村10鄰水頭寮14之8號,037-992990,,https://maps.google.com/?cid=12179712130816713069,4.8,262,300,4320,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
142,32517,苓旅旅館萬年館,臺北市,萬華區,旅館,臺北市萬華區西寧南路70號7樓,02-23814188,,https://maps.google.com/?cid=12005478990291001734,3.6,261,300,14292,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
143,3155,池上五一五九懷舊民宿,臺東縣,池上鄉,民宿,臺東縣池上鄉福原村5鄰仁愛路12號,0931281676-,,https://maps.google.com/?cid=2224027769721349003,4.7,261,300,3240,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
144,33652,心適都蘭民宿,臺東縣,東河鄉,民宿,臺東縣東河鄉都蘭村33鄰都蘭281之1號,0918007847-,https://www.facebook.com/comfyinndulan281,https://maps.google.com/?cid=3373243108022590991,4.9,259,300,8100,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
145,21113,輕塵別院,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉大吉五路157巷68號,096031101103-9606668,http://www.serenegray.com.tw/,https://maps.google.com/?cid=9616935913044099639,4.7,259,300,10800,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
146,12238,溪頭有晴天民宿,南投縣,鹿谷鄉,民宿,南投縣鹿谷鄉內湖村8鄰興產路32-12號,049-2750833,,https://maps.google.com/?cid=13894764510474393643,4.8,259,300,7200,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
147,36508,啾來玩民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆西路33巷107號,0911993770-,,https://maps.google.com/?cid=4054256490724055469,5.0,258,300,9000,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
148,30339,德旅店民宿,屏東縣,竹田鄉,民宿,屏東縣竹田鄉豐明路22號,0975502083,,https://maps.google.com/?cid=875780892153817916,4.9,255,300,3420,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
149,3384,墾丁光現特色民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮大光路78之6號,08-8867768,,https://maps.google.com/?cid=96654209455981438,4.8,249,300,6750,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
150,15798,米卡洛民宿,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉境安一路156巷51號,0933244677-,,https://maps.google.com/?cid=16682737149011207151,4.6,247,300,7920,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
151,29735,河岸好日子,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉五結路一段419巷45號,0974019906-,,https://maps.google.com/?cid=13075383082547250607,5.0,245,300,10800,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
152,36135,巷往,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉美和路一段62巷197號,0978099019-,,https://maps.google.com/?cid=18279409037150554074,5.0,245,300,10800,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
153,18055,擁月星宿民宿,臺東縣,成功鎮,民宿,臺東縣成功鎮信義里豐田路25-1號,089-841639,https://www.fujangvilla.com.tw/,https://maps.google.com/?cid=18030213336867069779,4.4,244,300,6570,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
154,11943,大魚的家民宿(特色民宿),澎湖縣,馬公市,民宿,澎湖縣馬公市五德里6鄰雞母塢230號,093337306406-9951505,,https://maps.google.com/?cid=2789470857467341212,4.7,244,300,3852,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
155,26179,故鄉民宿二館,連江縣,莒光鄉,民宿,連江縣莒光鄉大坪村79號,0836-88080,,https://maps.google.com/?cid=16702550661867391889,4.7,243,300,3600,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
156,76,阿里巴巴運動休閒民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市主農里中順街132號,097595404603-8339715,,https://maps.google.com/?cid=18119940069047136401,4.4,243,300,4500,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
157,16516,長鴻精品旅館,金門縣,金寧鄉,旅館,金門縣金寧鄉湖埔村慈湖路一段101號,082-328811,,https://maps.google.com/?cid=17587113838071655958,3.9,242,300,9000,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
158,32650,二十五度日光民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮大埔路81-33號,0935227189-,,https://maps.google.com/?cid=13507334671587803587,5.0,236,300,7020,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
159,31778,小管家管家民宿,澎湖縣,湖西鄉,民宿,澎湖縣湖西鄉城北村9鄰大城北263之12號,0972312121,,https://maps.google.com/?cid=7742136438852935570,5.0,233,300,3600,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
160,26819,棒棒積木飯店（親子館）,嘉義縣,太保市,旅館,嘉義縣太保市故宮大道809-1號,05-3623223,,https://maps.google.com/?cid=8787217277182777746,4.3,232,300,54000,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
161,21791,周家渡假旅館,桃園市,復興區,旅館,桃園市復興區華陵村10鄰巴崚113號1樓,092207070703-3912125,,https://maps.google.com/?cid=9220432085509079809,4.2,231,300,1980,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
162,27766,光華民宿,屏東縣,潮州鎮,民宿,屏東縣潮州鎮光華一巷35之3號,0952598280,,https://maps.google.com/?cid=7374115879590726127,4.8,230,300,4500,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
163,4160,添福商務旅館,臺南市,新營區,旅館,臺南市新營區中山路47、51號,06-6324165,,https://maps.google.com/?cid=5801111924383053207,3.6,230,300,3600,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
164,37779,華宿彰濱快捷商旅,彰化縣,線西鄉,旅館,彰化縣線西鄉彰化縣線西鄉慶濱路6號,098984100104-7030912,https://www.facebook.com/h.suite.fast,https://maps.google.com/?cid=4669469753377783496,4.9,228,300,9000,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
165,5526,邊界。花東民宿,花蓮縣,富里鄉,民宿,花蓮縣富里鄉富里村車站街1號,03-8830363,,https://maps.google.com/?cid=17944196493113122408,4.7,227,300,6120,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
166,20246,新南一二文創商行,桃園市,大溪區,民宿,桃園市大溪區中山路12號,03-3884466,http://www.facebook.com/sinnan12/,https://maps.google.com/?cid=10398781970499324871,4.7,224,300,5400,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
167,16466,幸福８號民宿,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉福和二路118巷8號,0937037414,,https://maps.google.com/?cid=12952239262246091918,4.8,221,300,7200,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
168,6368,南苗大旅社,苗栗縣,苗栗市,旅館,苗栗縣苗栗市中正路898號,037-321961,,https://maps.google.com/?cid=2491750038361403859,3.2,221,300,5760,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
169,2812,香榭雅居民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市主勤里9鄰南京街306巷10號,0920277633-,,https://maps.google.com/?cid=17373971559746733803,4.5,219,300,4500,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
170,26953,台南過小路,臺南市,中西區,民宿,臺南市中西區大德街8號,0961579887,https://www.facebook.com/Throughapath,https://maps.google.com/?cid=14109570806271868255,4.9,218,300,6120,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
171,15487,快樂腳休閒屋,南投縣,魚池鄉,民宿,南投縣魚池鄉大雁村大雁巷33-3號,049-2897099,,https://maps.google.com/?cid=8457580860761109206,4.0,218,300,3600,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
172,2955,看山民宿,屏東縣,車城鄉,民宿,屏東縣車城鄉溫泉路251-62號,0930770791-,,https://maps.google.com/?cid=6548297176197862781,3.4,218,300,4680,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
173,12481,夏苑旅宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆西路33巷109號,0975669225-,,https://maps.google.com/?cid=12410928402126589820,5.0,216,300,4320,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
174,198,夏樂民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆西路33巷123弄8號,0900632096-,,https://maps.google.com/?cid=4618467059560460238,5.0,214,300,4050,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
175,1333,山仔腳民宿,臺東縣,綠島鄉,民宿,臺東縣綠島鄉中寮村5鄰115-1號,0928297517089-672337,,https://maps.google.com/?cid=6296101555942245673,4.9,213,300,1440,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
176,16494,典藏花都民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市中原路263號,0965661288-,http://hualienflora.com/,https://maps.google.com/?cid=16437555178078155655,4.6,211,300,4320,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
177,19336,沐夏民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉光華村光華三街22號,091579972803-8422010,http://www.muxia.com.tw/,https://maps.google.com/?cid=16022233292948866360,4.9,208,300,3420,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
178,17797,紡織娘浪漫民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉光華村6鄰華城八街113號,0915799728-,http://www.muxia.com.tw/,https://maps.google.com/?cid=10306308316061156245,4.7,208,300,2700,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
179,25953,蒔花澄旅,屏東縣,恆春鎮,民宿,屏東縣恆春鎮四溝里興北路興東巷9弄5號,0978035022-,,https://maps.google.com/?cid=8606495831706065023,4.8,208,300,7740,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
180,36078,濱灣文旅民宿,屏東縣,東港鎮,民宿,屏東縣東港鎮大和街33號,0925397230-,,https://maps.google.com/?cid=17515034765571248940,5.0,208,300,7200,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
181,26816,玹玹映月民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮下泉路5-6號,0911877909-,,https://maps.google.com/?cid=3794070018234953138,4.9,208,300,9000,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
182,1247,Ｆ１民宿,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉公園三路107號,0939360940-,,https://maps.google.com/?cid=7284272308585793763,4.4,207,300,6300,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
183,13334,新羽旅舘,臺中市,東區,旅館,臺中市東區和平街142號,04-22250550,,https://maps.google.com/?cid=7538660908778728818,3.8,206,300,1692,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
184,320,十街民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市國富里國富十街39號,0933482237-,,https://maps.google.com/?cid=11650043692958134629,4.7,205,300,3510,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
185,753,博客來民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市主勤里17鄰博愛街65號,0960302588-,,https://maps.google.com/?cid=6857539291262233080,4.5,204,300,4500,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
186,242,蘋果的家渡假別墅民宿,南投縣,集集鎮,民宿,南投縣集集鎮八張里1鄰民權路272號,049-2760543,,https://maps.google.com/?cid=2498543897486484697,4.4,203,300,8640,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
187,10560,可倫巴,南投縣,集集鎮,民宿,南投縣集集鎮八張里八張街46號,0975696710049-2760666,http://www.kurumba.com.tw/,https://maps.google.com/?cid=7711946387937776617,4.8,203,300,6300,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
188,37195,57Villa,屏東縣,恆春鎮,民宿,屏東縣恆春鎮砂尾路68號,096397165708-8867657,https://www.facebook.com/ilove57villa,https://maps.google.com/?cid=8782156112288467811,4.9,202,300,13500,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
189,1543,德旺商旅,嘉義縣,新港鄉,旅館,嘉義縣新港鄉宮前村中山路43號,05-3741078,https://www.facebook.com/dewan.hotel/?locale=zh_TW,https://maps.google.com/?cid=429189288962818525,3.7,202,300,4050,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
190,20885,纏民宿,臺東縣,關山鎮,民宿,臺東縣關山鎮崁頂95-12號,0976334243089-811976,,https://maps.google.com/?cid=13864871905963772156,4.7,202,300,3600,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
191,8432,冬之戀行館,宜蘭縣,羅東鎮,民宿,宜蘭縣羅東鎮新群里新群五路213號,03-9508527,,https://maps.google.com/?cid=8431379252948769085,4.7,201,300,4500,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
192,15761,緣羊軒民宿,臺東縣,臺東市,民宿,臺東縣臺東市南一街96號,0930133763,,https://maps.google.com/?cid=7051127520788114336,5.0,200,300,4140,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
