序號,hohi_id,旅宿名稱,縣市,鄉鎮市區,業別,地址,電話,官網,Google地圖,Google評分,評論數,合理價格下限,合理價格上限,查詢入住日,查詢退房日,人數,平日雙人房價,房型名稱,來源平台,結果,查核日期
237,26304,水連天海景電梯民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市西文里11鄰西文澳501號,0988108686,,https://maps.google.com/?cid=13728787749696621788,4.5,157,300,5220,2026-09-01,2026-09-02,2,,,,,
238,19537,海漣天海岸民宿(特色民宿),澎湖縣,馬公市,民宿,澎湖縣馬公市西文里11鄰西文澳500號,0926926633,,https://maps.google.com/?cid=13728787749696621788,4.5,157,300,4320,2026-09-01,2026-09-02,2,,,,,
239,20667,小敏民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉福興村舊村六街137號,0932540676-,,https://maps.google.com/?cid=1750972645836563155,4.5,156,300,3600,2026-09-01,2026-09-02,2,,,,,
240,30236,小逗民宿,臺東縣,臺東市,民宿,臺東縣臺東市國泰街123號,0968605031-,,https://maps.google.com/?cid=4479390538457405199,4.8,156,300,6300,2026-09-01,2026-09-02,2,,,,,
241,28325,興海灣運動休閒會館,屏東縣,滿州鄉,民宿,屏東縣滿州鄉港口村12鄰興海路163號,096367005008-8801080,,https://maps.google.com/?cid=2401073218757999647,4.6,154,300,7920,2026-09-01,2026-09-02,2,,,,,
242,34659,八八觀海古厝民宿,金門縣,金沙鎮,民宿,金門縣金沙鎮官澳15號、15之1號,0910394377082-355340,,https://maps.google.com/?cid=11328096022392672612,4.9,153,300,5400,2026-09-01,2026-09-02,2,,,,,
243,17567,幸福客棧,彰化縣,和美鎮,民宿,彰化縣和美鎮源埤里南安路176號,0919525834-,http://goo.gl/YdBHRG,https://maps.google.com/?cid=3016659776993283429,4.7,152,300,4500,2026-09-01,2026-09-02,2,,,,,
244,32537,艸祭會館,屏東縣,恆春鎮,民宿,屏東縣恆春鎮南灣路962號,090121096008-8883001,,https://maps.google.com/?cid=18045032353657864032,4.8,151,300,10800,2026-09-01,2026-09-02,2,,,,,
245,10111,履舍民宿,臺東縣,臺東市,民宿,臺東縣臺東市光明路170號,0987382795-,https://www.facebook.com/Kk113Rw520/,https://maps.google.com/?cid=13608752729136271719,4.6,148,300,4500,2026-09-01,2026-09-02,2,,,,,
246,28608,水連田日式庭院,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉大吉二路456號,0975875268,,https://maps.google.com/?cid=1869945186830356914,4.8,147,300,4500,2026-09-01,2026-09-02,2,,,,,
247,30257,小豆旅宿民宿,臺東縣,臺東市,民宿,臺東縣臺東市國泰街65號,0908783560-,,https://maps.google.com/?cid=10899214953301282137,4.8,146,300,6300,2026-09-01,2026-09-02,2,,,,,
248,38471,九份山城山海灣民宿,新北市,瑞芳區,民宿,新北市瑞芳區街頂巷22號,0985104985-,,https://maps.google.com/?cid=16170598605160197331,4.5,145,300,5400,2026-09-01,2026-09-02,2,,,,,
249,3800,九份高媽媽民宿,新北市,瑞芳區,民宿,新北市瑞芳區汽車路7之5號,02-24971680,,https://maps.google.com/?cid=15686945845526964599,4.5,145,300,3420,2026-09-01,2026-09-02,2,,,,,
250,31144,漁海民宿,宜蘭縣,礁溪鄉,民宿,宜蘭縣礁溪鄉大塭路39之10號,0986823859,,https://maps.google.com/?cid=15476145927814711231,4.9,141,300,4050,2026-09-01,2026-09-02,2,,,,,
251,22563,小茉莉民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市石泉里15鄰石泉1之550號,06-9211359,,https://maps.google.com/?cid=6628272554977977414,4.9,140,300,4050,2026-09-01,2026-09-02,2,,,,,
252,8467,新京站民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市富陽路16號,093716813903-8567939,http://www.tw161688.com,https://maps.google.com/?cid=7353173511036428276,4.3,138,300,5112,2026-09-01,2026-09-02,2,,,,,
253,15799,夢想家民宿,屏東縣,琉球鄉,民宿,屏東縣琉球鄉三民路39-1號,091289328508-8612351,https://www.facebook.com/17dreamer,https://maps.google.com/?cid=5021253430987424924,4.4,138,300,7200,2026-09-01,2026-09-02,2,,,,,
254,8507,海韵閣民宿,臺東縣,臺東市,民宿,臺東縣臺東市知本路三段398巷37號,0934083681-,,https://maps.google.com/?cid=4598290745554884402,4.6,138,300,5850,2026-09-01,2026-09-02,2,,,,,
255,21594,旅行者之家民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市國聯里15鄰國聯二路82號,03-8352868,,https://maps.google.com/?cid=14833703728493977175,4.2,136,300,2340,2026-09-01,2026-09-02,2,,,,,
256,19877,芹壁地中海民宿,連江縣,北竿鄉,民宿,連江縣北竿鄉芹壁村68號(永康居),0836-56612,,https://maps.google.com/?cid=992343322067568272,3.5,136,300,4680,2026-09-01,2026-09-02,2,,,,,
