序號,hohi_id,旅宿名稱,縣市,鄉鎮市區,業別,地址,電話,官網,Google地圖,Google評分,評論數,合理價格下限,合理價格上限,查詢入住日,查詢退房日,人數,平日雙人房價,房型名稱,來源平台,結果,查核日期
75,2551,皇冠商務汽車旅館,桃園市,桃園區,旅館,桃園市桃園區莊敬路一段150號,03-3266066,https://www.ifmotel.com.tw/,https://maps.google.com/?cid=16219492099172395984,3.9,357,300,8550,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-24
76,8895,向日葵精緻旅店民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市西文里10鄰西文澳85之2號,0975723872,,https://maps.google.com/?cid=10274841041723815464,4.9,353,300,3420,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-24
77,27245,西湖柚子家民宿,苗栗縣,西湖鄉,民宿,苗栗縣西湖鄉湖東村8鄰埔頂9之45號,037-922531,,https://maps.google.com/?cid=9515450891328584613,4.8,352,300,3600,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
78,35850,胡桃,臺南市,安平區,民宿,臺南市安平區世平五街67號,0955497335-,,https://maps.google.com/?cid=10777812487904521791,4.9,348,300,16200,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-24
79,16099,米南汽車旅館,苗栗縣,苗栗市,旅館,苗栗縣苗栗市新英里新英76號,037-335088,,https://maps.google.com/?cid=5847147890258719071,3.4,347,300,7740,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-24
80,32,南國海岸渡假特色民宿,屏東縣,琉球鄉,民宿,屏東縣琉球鄉肚仔坪路8號,091912124108-8613830,,https://maps.google.com/?cid=5201853220813473168,4.5,346,300,9360,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
81,20706,苓旅旅館中山館,臺北市,中山區,旅館,"臺北市中山區建國北路2段91號1樓,93號1至7樓,2樓-1至7樓-1,95巷2號1樓,4號1樓",02-25084588,,https://maps.google.com/?cid=15223056410304650865,3.8,343,300,16200,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-24
82,5790,薩爾茲堡莊園民宿,花蓮縣,壽豐鄉,民宿,花蓮縣壽豐鄉月眉村月眉3段127號,0921688139,http://www.salzburg.com.tw,https://maps.google.com/?cid=4674933920127714761,4.7,340,300,5940,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
83,35007,鹿港宏旭民宿,彰化縣,鹿港鎮,民宿,彰化縣鹿港鎮永安三路25號,0937794079-,,https://maps.google.com/?cid=3958138407208142978,4.9,338,300,7920,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
84,10009,友愛山序漫旅,臺東縣,臺東市,旅館,臺東縣臺東市大同路141號6.7.8樓,0906574688089-359999,https://yoairoam.hexa.tw/,https://maps.google.com/?cid=968632674809118345,3.9,337,300,7200,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
85,14016,方舟島民宿,花蓮縣,新城鄉,民宿,花蓮縣新城鄉佳林村佳林112之18號,0931168198,,https://maps.google.com/?cid=5295156878708540128,4.8,336,300,10800,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-24
86,26136,小琉球懶人旅宿,屏東縣,琉球鄉,民宿,屏東縣琉球鄉漁福村8鄰三民路91之5號,0910712610,,https://maps.google.com/?cid=6752161897476024622,4.9,336,300,5940,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-24
87,13572,貓天空鄉村民宿,宜蘭縣,三星鄉,民宿,宜蘭縣三星鄉行健村行健五路88巷15號,0937245170-,,https://maps.google.com/?cid=10052661534844779080,4.6,335,300,9000,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-24
88,4462,耀西文旅新美館,臺南市,中西區,旅館,"臺南市中西區新美街21號2-5樓,23號1-4樓",06-2211308,,https://maps.google.com/?cid=7477623746220033273,4.5,332,300,18000,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
89,14703,西文旅,臺南市,中西區,旅館,臺南市中西區新美街15號,06-2211308,,https://maps.google.com/?cid=7477623746220033273,4.5,332,300,18000,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
90,37863,福容徠旅 澎湖,澎湖縣,馬公市,旅館,澎湖縣馬公市東文里4鄰大賢街97號,06-9221888,https://www.fullon-hotels.com.tw/fullon-poshtels/ph/tw/,https://maps.google.com/?cid=8132629454827038071,4.8,328,300,16200,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
91,8652,法格斯-石光,臺中市,外埔區,民宿,臺中市外埔區水頭二路32號,0919833958-,,https://maps.google.com/?cid=560728857567672511,5.0,326,300,11520,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
92,38472,眠花糖民宿,臺東縣,成功鎮,民宿,臺東縣成功鎮忠仁里中華路104號,0958369842089-852898,,https://maps.google.com/?cid=8283088671165427915,5.0,325,300,6750,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
93,2782,苓旅站前,臺北市,中正區,旅館,臺北市中正區忠孝西路一段72號4樓,090755120302-23814755,,https://maps.google.com/?cid=18330583586156574857,3.9,324,300,14292,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
94,21086,方迪大旅社,臺南市,北區,旅館,臺南市北區成功路68巷27號1-3樓,0905809238-,https://www.facebook.com/FUNDI-906262006067345/,https://maps.google.com/?cid=12470025008942284736,4.0,324,300,4320,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
95,8971,月圓汽車旅館,新北市,樹林區,旅館,新北市樹林區八德街208巷12號,02-86862828,,https://maps.google.com/?cid=437913536990269162,3.6,322,300,2322,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
96,28546,雅漾民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市主計里10鄰信義街8號,0905320035,,https://maps.google.com/?cid=14142036138139684388,4.5,322,300,15120,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
97,13136,近月旭海民宿,花蓮縣,壽豐鄉,民宿,花蓮縣壽豐鄉鹽寮村鹽寮152號,03-8671158,,https://maps.google.com/?cid=2044448860294698516,4.4,322,300,6750,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
98,4596,弋式風莊園民宿,臺東縣,關山鎮,民宿,臺東縣關山鎮崁頂59之1號,089-814553,,https://maps.google.com/?cid=5570884064457481961,4.8,321,300,7560,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
99,15881,寶島窯民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆公路1179巷15號,0929030384-,http://pottery.kenting-minsu.tw/,https://maps.google.com/?cid=13446847517571052425,4.8,319,300,5400,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
100,10550,梅花森林民宿,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉廣興路529巷2弄82號,03-9540456,,https://maps.google.com/?cid=18139378166125515630,4.6,319,300,8820,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-24
101,16116,松柏林民宿,高雄市,六龜區,民宿,高雄市六龜區興龍里3鄰土壟37-8號,07-6891010,,https://maps.google.com/?cid=12523462182352767980,3.3,316,300,5382,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
102,5978,英倫旅店,臺東縣,臺東市,旅館,臺東縣臺東市中華路一段564號,089-324150,,https://maps.google.com/?cid=1319337086124424994,3.6,315,300,4050,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
103,31791,沃丘民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮四溝路76號,0910769617,,https://maps.google.com/?cid=7740267552272178987,5.0,315,300,13500,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-24
104,31088,徐徐民宿,嘉義縣,竹崎鄉,民宿,嘉義縣竹崎鄉義仁村8鄰竹民路321號,0928391778-,https://www.facebook.com/profile.php?id=100067421823740,https://maps.google.com/?cid=4892493645927717624,5.0,312,300,5299,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
105,17784,花鄉旅館大寮店,高雄市,大寮區,旅館,高雄市大寮區翁園里光明路三段397號,07-7813752,,https://maps.google.com/?cid=6858149648970072187,3.3,306,300,7650,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
106,7452,龍江大飯店,南投縣,水里鄉,旅館,南投縣水里鄉農富村民生路402號,049-2770002,,https://maps.google.com/?cid=6859242492982788735,4.6,305,300,8820,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
107,3896,杰克山莊大飯店,花蓮縣,花蓮市,旅館,花蓮縣花蓮市花蓮市民族里8鄰復興街29號,03-8339695,https://twstay.com/RWD2/index.aspx?BNB=jackhouse2,https://maps.google.com/?cid=4670117407508300076,4.4,303,300,5850,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
108,1914,微醺,金門縣,金城鎮,民宿,金門縣金城鎮古城里6鄰金門城68之3號,0900768008,,https://maps.google.com/?cid=13606137369658167381,4.9,303,300,5940,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
109,13415,櫻花嶺渡假山莊,南投縣,鹿谷鄉,民宿,南投縣鹿谷鄉竹林村田頭巷25-3-2號,049-2677370,http://www.sakuravilla.com.tw,https://maps.google.com/?cid=12976748092264276403,4.6,303,300,6480,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-24
110,5032,覓夏旅店民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮南灣路104號,0939255709,,https://maps.google.com/?cid=6179732255452020920,4.7,302,300,6120,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-24
111,28286,奧麗雅安莊園民宿,臺東縣,成功鎮,民宿,臺東縣成功鎮小馬路134-18號,0988800085-,,https://maps.google.com/?cid=722496557773258182,5.0,301,300,11520,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
112,6695,公園６１號民宿,宜蘭縣,羅東鎮,民宿,宜蘭縣羅東鎮忠孝新村61號,0952815100,,https://maps.google.com/?cid=4283262708632032826,4.9,299,300,5400,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-24
113,12505,新堡汽車旅館,宜蘭縣,羅東鎮,旅館,宜蘭縣羅東鎮復興路二段238巷19號1-3樓,03-9567799,,https://maps.google.com/?cid=17268485636181914918,3.5,299,300,1962,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-24
114,9142,當歸民宿,嘉義縣,番路鄉,民宿,嘉義縣番路鄉公田村龍頭路18-4號,05-2586841,,https://maps.google.com/?cid=13198584368427218382,4.2,298,300,5400,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-24
115,21185,幸福肥屋民宿,臺東縣,臺東市,民宿,臺東縣臺東市更生北路293巷10號,0955763461-,http://happyfatintaitung.weebly.com/,https://maps.google.com/?cid=12214819479990840476,4.9,297,300,5850,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
116,1630,風尚會館,屏東縣,恆春鎮,民宿,屏東縣恆春鎮船帆路676巷5-1號,08-8851196,http://www.funsonhotel.com.tw,https://maps.google.com/?cid=17838107074995399172,4.9,287,300,9000,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
117,27671,博拉樂民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆西路33巷119號,0905150290-,,https://maps.google.com/?cid=4665222535312661425,5.0,285,300,3600,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-24
118,37463,綠知心泉莊園,南投縣,水里鄉,民宿,南投縣水里鄉南投縣水里鄉仁愛路25號,0932543334049-2776232,,https://maps.google.com/?cid=9556252024109975051,4.7,285,300,4140,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
119,3639,貴夫人渡假民宿,南投縣,魚池鄉,民宿,南投縣魚池鄉共和村長興巷1-8號,049-2898518,,https://maps.google.com/?cid=16656700291272774772,4.9,285,300,6840,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-24
120,4511,同居,高雄市,新興區,民宿,高雄市新興區文橫一路5巷28號,07-2410321,http://withinnhostel.com/,https://maps.google.com/?cid=12038600658868958276,4.5,285,300,4536,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
121,27789,呆整天民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆西路33巷123弄3號,0975297717-,,https://maps.google.com/?cid=2202744899160500048,5.0,285,300,3600,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-24
122,22837,後山拾光民宿,花蓮縣,玉里鎮,民宿,花蓮縣玉里鎮中城里6鄰城東四街7號,0966786897,,https://maps.google.com/?cid=16420998055991236670,4.8,284,300,4500,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
123,39287,荷米輕洋樓,臺南市,中西區,民宿,臺南市中西區新美街160號,0905051562-,https://easyhousepro.wixsite.com/my-site,https://maps.google.com/?cid=18245374544510126336,4.8,283,300,8100,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
124,3085,跳跳民宿,屏東縣,琉球鄉,民宿,屏東縣琉球鄉中山路116-3號,091835186008-8612308,http://qvilla.com.tw,https://maps.google.com/?cid=13698858667707036987,4.8,282,300,8100,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
125,28478,喜比民宿,臺東縣,成功鎮,民宿,臺東縣成功鎮三仙里白蓮路122號,0927595208-,,https://maps.google.com/?cid=18207191579150584978,4.9,277,300,7200,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
126,26067,久窩行旅-一中館,臺中市,北區,旅館,臺中市北區三民路三段92-3號9~10樓,04-24511701,,https://maps.google.com/?cid=17227891481689455330,4.5,277,300,7200,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
127,17856,冠倫旅店,花蓮縣,花蓮市,旅館,花蓮縣花蓮市民勤里4鄰中美路67號(1~5樓),093577278903-8236926,https://guanlunhotel.noon360.com,https://maps.google.com/?cid=15075350008275974232,4.6,275,300,7200,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-24
128,6371,3520民宿,臺東縣,臺東市,民宿,臺東縣臺東市新站二街38號,0912993520-,,https://maps.google.com/?cid=1458441099944873144,4.7,275,300,7200,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-24
