序號,hohi_id,旅宿名稱,縣市,鄉鎮市區,業別,地址,電話,官網,Google地圖,Google評分,評論數,合理價格下限,合理價格上限,查詢入住日,查詢退房日,人數,平日雙人房價,房型名稱,來源平台,結果,查核日期,備註
346,33205,光域文旅民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市主力里15鄰榮正街186巷2號,0905153030-,,https://maps.google.com/?cid=997831815988495936,4.6,72,300,3762,2026-09-01,2026-09-02,2,,,,,,
347,1103,佑佑11號民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆公路970巷11號,0963575939,,https://maps.google.com/?cid=12662928167006757543,4.7,72,300,2700,2026-09-01,2026-09-02,2,,,,,,
348,20631,大姆灣民宿,臺東縣,東河鄉,民宿,臺東縣東河鄉都蘭村舊部14-9號,0905167717-,,https://maps.google.com/?cid=2030411036016207613,4.6,71,300,6840,2026-09-01,2026-09-02,2,,,,,,
349,15445,綠窗小築民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市主力里國風街21巷19號,03-8331719,,https://maps.google.com/?cid=15990493428932668939,4.6,71,300,4050,2026-09-01,2026-09-02,2,,,,,,
350,33852,小時公館民宿,花蓮縣,玉里鎮,民宿,花蓮縣玉里鎮中城里18鄰城西一街96號,0966569112-,,https://maps.google.com/?cid=6333138257050489840,5,71,300,4500,2026-09-01,2026-09-02,2,,,,,,
351,28467,畫宿行旅民宿,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉東二路22巷39號,0979100488,,https://maps.google.com/?cid=16626607310116788944,4.9,70,300,4752,2026-09-01,2026-09-02,2,,,,,,
352,10140,城市物語民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市信義街36-6號,03-8361296,,https://maps.google.com/?cid=12950052992328059992,4.5,70,300,3420,2026-09-01,2026-09-02,2,,,,,,
353,4928,美夢成真主題民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆西路33巷123弄1號,095597294608-8891003,,https://maps.google.com/?cid=4308364360587976515,4.5,69,300,3150,2026-09-01,2026-09-02,2,,,,,,
354,25738,有空常來,臺南市,中西區,民宿,臺南市中西區宮後街13號,0909052178-,,https://maps.google.com/?cid=10612659177467693448,4.2,69,300,8820,2026-09-01,2026-09-02,2,,,,,,
355,33209,微睏旅宿,宜蘭縣,三星鄉,民宿,宜蘭縣三星鄉三星路二段23巷20弄1號,0989468051,,https://maps.google.com/?cid=4418098430535943483,4.9,68,300,3780,2026-09-01,2026-09-02,2,,,,,,
356,32889,有山有谷民宿,花蓮縣,壽豐鄉,民宿,花蓮縣壽豐鄉志學村14鄰橋下62號,0911836266-,,https://maps.google.com/?cid=1231809111958131374,5,68,300,14400,2026-09-01,2026-09-02,2,,,,,,
357,15195,心想事成主題民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆西路33巷123弄2號,0955972946-,,https://maps.google.com/?cid=2541981271902894484,5,68,300,3600,2026-09-01,2026-09-02,2,,,,,,
358,7353,吾家城市客棧,金門縣,金寧鄉,民宿,金門縣金寧鄉湖南13-9號,0927202025082-323231,,https://maps.google.com/?cid=16924120713419509047,4.6,67,300,2250,2026-09-01,2026-09-02,2,,,,,,
359,1550,愛那思民宿,臺東縣,臺東市,民宿,臺東縣臺東市興安路二段30號,0978110141-,,https://maps.google.com/?cid=10605295186839686862,4.5,67,300,7200,2026-09-01,2026-09-02,2,,,,,,
360,5045,碧山廬禪的民宿,彰化縣,芬園鄉,民宿,彰化縣芬園鄉溪頭村彰南路1段103巷130號,049-2528288,https://bishanhouse.com/index/?p=86,https://maps.google.com/?cid=14188967727477948793,4.3,67,300,4320,2026-09-01,2026-09-02,2,,,,,,
361,38636,茶山宿民宿,臺東縣,關山鎮,民宿,臺東縣關山鎮豐泉里3鄰平等路47號,0918216171-,,https://maps.google.com/?cid=13012849828795486839,5,66,300,10800,2026-09-01,2026-09-02,2,,,,,,
362,38635,茶山居民宿,臺東縣,關山鎮,民宿,臺東縣關山鎮豐泉里3鄰平等路45號,0918216171-,,https://maps.google.com/?cid=13012849828795486839,5,66,300,10800,2026-09-01,2026-09-02,2,,,,,,
363,27848,三星小北歐699,宜蘭縣,三星鄉,民宿,宜蘭縣三星鄉上將路二段699號,03-9372679,,https://maps.google.com/?cid=14751178258756428261,4.5,66,300,6120,2026-09-01,2026-09-02,2,,,,,,
364,15626,櫻田野民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉福興村福興七街8號,03-8539580,,https://maps.google.com/?cid=15967091477514573918,4.5,65,300,1350,2026-09-01,2026-09-02,2,,,,,,
365,33010,東衛參捌民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市東衛里38號,0919624262,,https://maps.google.com/?cid=15233785245957945927,4.9,65,300,4320,2026-09-01,2026-09-02,2,,,,,,
366,16040,經典公仔主題民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮福德路35號,08-8894176,http://www.uukt.com.tw/kenting/47739,https://maps.google.com/?cid=10433144721043954564,5,65,300,4122,2026-09-01,2026-09-02,2,,,,,,
367,26352,好山好水民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市山水里13鄰珠江285號,0920787346,,https://maps.google.com/?cid=5574671382821488889,4.9,64,300,3420,2026-09-01,2026-09-02,2,,,,,,
368,26855,旭海天空民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市前寮里1鄰前寮23之15號,0925577877,,https://maps.google.com/?cid=13342018666483902875,4.7,64,300,4320,2026-09-01,2026-09-02,2,,,,,,
369,33818,森活藝術民宿,新北市,石碇區,民宿,新北市石碇區番子坑17號,02-26638515,,https://maps.google.com/?cid=8450232185394440608,4.8,64,300,9000,2026-09-01,2026-09-02,2,,,,,,
370,35320,木漏民宿,嘉義市,西區,民宿,嘉義市西區忠義街197巷16號,0916959739-,,https://maps.google.com/?cid=11595812903770585851,4.9,64,300,10800,2026-09-01,2026-09-02,2,,,,,,
371,28938,旋轉吧小人國親子民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉慶豐村8鄰中山路三段482之1號,0921098141,,https://maps.google.com/?cid=7359031290409900999,4.9,63,300,5400,2026-09-01,2026-09-02,2,,,,,,
372,16701,元氣滿屋民宿,花蓮縣,秀林鄉,民宿,花蓮縣秀林鄉景美村加灣177之7號,03-8260400,https://www.facebook.com/profile.php?id=100057596921928,https://maps.google.com/?cid=5177554758603541282,4.8,63,300,6480,2026-09-01,2026-09-02,2,,,,,,
373,28581,茶田關舍貳館,臺東縣,關山鎮,民宿,臺東縣關山鎮豐原里3鄰平等路90號,0918216171,,https://maps.google.com/?cid=1711059767632617748,5,62,300,7920,2026-09-01,2026-09-02,2,,,,,,
374,28490,稻浪九五八民宿,臺東縣,池上鄉,民宿,臺東縣池上鄉福源村5鄰仁愛路10號,0912198958-,,https://maps.google.com/?cid=4414387019345837691,5,62,300,5400,2026-09-01,2026-09-02,2,,,,,,
375,36088,YOHO輕旅民宿,嘉義縣,民雄鄉,民宿,嘉義縣民雄鄉東興村葉子寮25之10號,0923560607-,,https://maps.google.com/?cid=17531019550121047640,4.9,61,300,8100,2026-09-01,2026-09-02,2,,,,,,
376,38298,T&C 民宿,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉下福東路23-2號,090523786603-9502225,https://www.booking-owlnest.com/23,https://maps.google.com/?cid=11341715805143605963,5,61,300,9000,2026-09-01,2026-09-02,2,,,,,,
377,34617,慢慢相遇民宿,臺東縣,臺東市,民宿,臺東縣臺東市興安路一段200巷21弄72號,0963203173-,,https://maps.google.com/?cid=8685579573492757729,5,59,300,5400,2026-09-01,2026-09-02,2,,,,,,
378,17359,克洛德-Cloud民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉太昌村12鄰明義五街102巷8號,0937880501,,https://maps.google.com/?cid=2573531241905852323,4.7,57,300,3780,2026-09-01,2026-09-02,2,,,,,,
379,2211,遇見，白居旅宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮北門路110巷15號,0925360196-,https://www.agoda.com/zh-tw/bai-ji-yi-b-b/hotel/kenting-tw.html?cid=1844104&ds=ahï¼2F02ï¼2FnGaZsï¼2FfTIi,https://maps.google.com/?cid=3666202736651411403,3.7,57,300,3600,2026-09-01,2026-09-02,2,,,,,,
380,12702,比薩斜塔民宿,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉公園三路111-7號,0981147871-,http://www.pisabnb.tw,https://maps.google.com/?cid=15062236605465496388,4.6,57,300,6300,2026-09-01,2026-09-02,2,,,,,,
381,35843,迦那會館,屏東縣,恆春鎮,民宿,屏東縣恆春鎮船帆路846巷72號,0935951342-,,https://maps.google.com/?cid=13070223826963689044,4.6,56,300,4680,2026-09-01,2026-09-02,2,,,,,,
382,36500,尚荷田院民宿,宜蘭縣,礁溪鄉,民宿,宜蘭縣礁溪鄉十六結路39之23號2樓,0915027688-,,https://maps.google.com/?cid=3256878391450406101,4.6,55,300,13500,2026-09-01,2026-09-02,2,,,,,,
383,35186,66号小院子,屏東縣,潮州鎮,民宿,屏東縣潮州鎮盛春路66號,0919575602-,https://www.facebook.com/share/17mMAK7hsL/,https://maps.google.com/?cid=1175040601361415133,5,55,300,3240,2026-09-01,2026-09-02,2,,,,,,
384,30606,李寓恆春的家民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆南路2巷86弄71號,0910524177-,,https://maps.google.com/?cid=1646334282776184343,5,54,300,5400,2026-09-01,2026-09-02,2,,,,,,
