序號,hohi_id,旅宿名稱,縣市,鄉鎮市區,業別,地址,電話,官網,Google地圖,Google評分,評論數,合理價格下限,合理價格上限,查詢入住日,查詢退房日,人數,平日雙人房價,房型名稱,來源平台,結果,查核日期,備註
267,9752,童伴親子民宿,花蓮縣,新城鄉,民宿,花蓮縣新城鄉北埔村23鄰北埔路163巷3弄2號,0913311329-,,https://maps.google.com/?cid=7809735802583570901,4.7,127,300,9000,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
268,34501,瑞柒民宿,屏東縣,東港鎮,民宿,屏東縣東港鎮明禮路176巷26號,0972830898-,,https://maps.google.com/?cid=10159398542823763265,5.0,126,300,6300,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
269,4666,水舞間,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉水井一路92號,0921795021-,http://www.waterdance.com.tw,https://maps.google.com/?cid=455831184475539228,4.6,124,300,8100,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
270,18519,冬山河左岸民宿,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉協和村親河路二段103巷1弄10號,0923507500-,,https://maps.google.com/?cid=10677238278357433659,4.3,124,300,3600,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
271,7037,旅人燈塔民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市山水里6鄰珠江110之13號,0936343705,,https://maps.google.com/?cid=1008443336772589312,4.8,123,300,2970,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
272,37003,八八金歐二館民宿,金門縣,金沙鎮,民宿,金門縣金沙鎮后宅2之1號,0910394377082-355340,,https://maps.google.com/?cid=15555099998237512265,5.0,121,300,6120,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
273,576,筆令莊園民宿,臺東縣,臺東市,民宿,臺東縣臺東市志航路1段971巷79號,0932336410-,,https://maps.google.com/?cid=18058686067308052028,4.7,120,300,4140,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
274,32786,厝旅店,屏東縣,恆春鎮,民宿,屏東縣恆春鎮南灣路130號,0989011110,,https://maps.google.com/?cid=12764916771949913494,5.0,120,300,4500,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
275,8689,津沙文化村,連江縣,南竿鄉,民宿,連江縣南竿鄉津沙村70號,0836-26190,,https://maps.google.com/?cid=10355263036379002361,4.2,119,300,4320,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
276,37237,后HO民宿,臺中市,后里區,民宿,臺中市后里區尾社路396之1號,0909512185-,,https://maps.google.com/?cid=10114275078349200380,5.0,117,300,5400,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
277,4817,美好墾丁旅閣民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮船帆路846巷70號,08-8851317,,https://maps.google.com/?cid=5406551909259399762,4.7,116,300,5220,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
278,17115,鳥語花香,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉三結三路5巷2號,0915099062,https://www.facebook.com/birdsflowerstravel/,https://maps.google.com/?cid=16745086555001173336,4.7,116,300,5940,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
279,36585,九號碧木嶼,臺南市,安平區,民宿,臺南市安平區世平路9號,0915495335-,,https://maps.google.com/?cid=1365868708238756863,4.6,116,300,21600,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
280,1732,霽月山莊民宿,新竹縣,新埔鎮,民宿,新竹縣新埔鎮照門里6鄰九芎湖15-7號,03-5899239,,https://maps.google.com/?cid=16784420112754262198,3.8,116,300,5400,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
281,17219,和平森旅,花蓮縣,秀林鄉,旅館,花蓮縣秀林鄉和平村2鄰和平38之8號,03-8681246,https://rwd.ezhotel.cloud/gmhotel,https://maps.google.com/?cid=7215601283004843441,3.6,115,300,3600,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
282,30098,像個家plus民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市民主里7鄰北濱街12巷16號,0978753532,https://www.facebook.com/athomehualien32/,https://maps.google.com/?cid=12014767967070128797,4.9,115,300,6300,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
283,29045,寬院子（稻禾館）,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉親河路2段291巷51弄60-2號,0978377688-,,https://maps.google.com/?cid=11177195979364619689,4.8,115,300,7020,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
284,10055,英倫爵士民宿,臺東縣,卑南鄉,民宿,臺東縣卑南鄉太平路213-1號,0911616190-,,https://maps.google.com/?cid=2327944366420446385,3.6,115,300,5400,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
285,10114,七美姑娘旅宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆公路78-6號,0901181786,,https://maps.google.com/?cid=10251635611393950799,4.8,115,300,6300,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
286,18913,落花鉎民宿,臺東縣,東河鄉,民宿,臺東縣東河鄉都蘭村都蘭420-9號,0932217470-,,https://maps.google.com/?cid=13669598851182352052,3.5,114,300,4500,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
287,21460,四季民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮南灣路鞍山巷2號,0983909555,,https://maps.google.com/?cid=432014974646854586,4.4,113,300,7920,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
288,28362,歪歪斜斜民宿,臺東縣,長濱鄉,民宿,臺東縣長濱鄉竹湖村中濱28號,0933846388-,,https://maps.google.com/?cid=4351223553419431895,4.9,113,300,9000,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
289,36106,觀機文旅民宿,嘉義縣,水上鄉,民宿,嘉義縣水上鄉粗溪村14鄰巷口71之2號,0916033222-,https://www.facebook.com/profile.php?id=61557405939327&mibextid=LQQJ4d,https://maps.google.com/?cid=2321039976148743535,4.9,112,300,7920,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
290,32087,花藝雅築民宿,金門縣,金湖鎮,民宿,金門縣金湖鎮瓊義路461號、461號2樓、461號3樓,0988020802082-332345,,https://maps.google.com/?cid=17239415623621282228,5.0,112,300,3240,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
291,26156,鄢室民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市忠孝街22號,0988518161,,https://maps.google.com/?cid=13132404676060250694,4.8,111,300,2160,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
292,37719,Mr.M都蘭民宿,臺東縣,東河鄉,民宿,臺東縣東河鄉都蘭村16鄰都蘭35-5號,0918552994-,,https://maps.google.com/?cid=13238985082577343598,5.0,110,300,5400,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
293,20848,快樂腳青年民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市中山路601巷1弄2號,03-8352868,,https://maps.google.com/?cid=5989654973089670161,4.4,109,300,4320,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
294,28550,李家出走,新北市,三芝區,民宿,新北市三芝區觀海街20號,0938259783-,,https://maps.google.com/?cid=1351639142887567547,5.0,108,300,1980,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
295,21408,休日行旅,臺南市,北區,旅館,臺南市北區公園路128號1樓、8樓及地下室,06-2215588,,https://maps.google.com/?cid=2970948209400985453,4.3,107,300,13500,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
296,20422,解語花軒民宿,臺東縣,臺東市,民宿,臺東縣臺東市志航路1段412巷17弄35號,0933058844-,,https://maps.google.com/?cid=3466086884141256498,4.9,107,300,3780,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
297,32176,光粼民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市主安里11鄰中正路184巷32號,0919372607-,,https://maps.google.com/?cid=10822570287627395189,4.9,106,300,22500,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
298,30192,可吉家,臺南市,中西區,民宿,臺南市中西區青年路137巷55號,0916065369,,https://maps.google.com/?cid=5220622272473513439,4.9,105,300,2700,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
299,37175,牛角一邊厝,連江縣,南竿鄉,民宿,連江縣南竿鄉復興村124號,0921680326-,,https://maps.google.com/?cid=10439190995502459709,4.9,105,300,5040,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
300,13718,松鶴雅緻商務旅館,澎湖縣,馬公市,旅館,澎湖縣馬公市陽明里新明路21號7樓,06-9268986,,https://maps.google.com/?cid=3031963161487833512,3.9,105,300,5220,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
301,1382,吳居吾宿,臺南市,中西區,民宿,臺南市中西區普濟街45號,0930479959-,,https://maps.google.com/?cid=6892769264782603608,4.7,104,300,2160,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
302,32785,巴里巴里民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮墾丁路通海巷20號,0983826111-,,https://maps.google.com/?cid=15003407850459292565,4.2,103,300,4050,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
303,9690,魚窩Ｂ＆Ｂ,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉柯林村光華一路430號,0958580996,http://fish-house.hotweb.com.tw/p9.php?pdir=news&model=news_b_1&hid=KW1182583014&nid=KW1182583014N1376552318,https://maps.google.com/?cid=2835088966983649740,4.9,103,300,9000,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
304,38372,璦勒芬莊園民宿,嘉義縣,番路鄉,民宿,嘉義縣番路鄉公田村隙頂7號,0920249108-,,https://maps.google.com/?cid=12206703137006560487,4.9,102,300,15120,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
305,22665,藍海筑夢城民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉仁安村16鄰南海八街163號,0963306620,,https://maps.google.com/?cid=12281921994273569912,4.6,102,300,8910,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
306,35439,田心仔民宿,嘉義縣,溪口鄉,民宿,嘉義縣溪口鄉林腳村14鄰田心仔18號,0989424849-,,https://maps.google.com/?cid=12443526526886046544,4.9,102,300,7200,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
307,37288,六小孩親子民宿,苗栗縣,公館鄉,民宿,苗栗縣公館鄉五谷村10鄰五谷298之7號,0900033666-,,https://maps.google.com/?cid=6437013319991191430,5.0,101,300,24300,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
308,18944,半天陶坊,南投縣,鹿谷鄉,民宿,南投縣鹿谷鄉竹林村3鄰愛鄉路123-5號,0912677009-,,https://maps.google.com/?cid=1108673922795130225,4.8,99,300,5400,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
309,3675,悅來民宿,臺東縣,卑南鄉,民宿,臺東縣卑南鄉太平村民生路197號,0911212123-,http://taitunghouse.pixnet.net/blog,https://maps.google.com/?cid=17773423093231643133,4.5,99,300,4140,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
310,34607,東美佇所民宿,臺東縣,臺東市,民宿,臺東縣臺東市杭州街220巷18號,0912996835-,https://tcs.hi-bnb.com/,https://maps.google.com/?cid=573641848082275054,5.0,98,300,7200,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
311,6931,綠園旅社,宜蘭縣,礁溪鄉,旅館,宜蘭縣礁溪鄉德陽路72號1-4樓,092619227303-9882279,,https://maps.google.com/?cid=13535565302309698017,4.6,94,300,7200,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
312,4643,楓香白樺莊園民宿,臺東縣,關山鎮,民宿,臺東縣關山鎮豐泉里長興路12-8號,089-812559,,https://maps.google.com/?cid=8679719258841542228,4.7,93,300,4140,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
313,21429,恆春奕棧,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆公路210之2號,095541020008-8882611,,https://maps.google.com/?cid=8305086077479381757,4.8,92,300,3600,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
314,3017,市居民宿,花蓮縣,玉里鎮,民宿,花蓮縣玉里鎮中山路二段121號,0932651286,,https://maps.google.com/?cid=3959534387181986697,3.9,92,300,2250,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
315,18730,大夫第民宿,金門縣,金城鎮,民宿,金門縣金城鎮珠山41號,0963166171082-323468,,https://maps.google.com/?cid=15104537234830027897,4.3,90,300,4500,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
316,38391,鹿港宏宇旅宿,彰化縣,鹿港鎮,民宿,彰化縣鹿港鎮頂厝里裕民街129號,0937794079-,,https://maps.google.com/?cid=16357773883231391022,5.0,89,300,15120,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
317,12005,ＤＯＭＯ,宜蘭縣,員山鄉,民宿,宜蘭縣員山鄉深洲路52號,02-27030655,,https://maps.google.com/?cid=10390287292792282794,4.0,89,300,3600,2026-09-01,2026-09-02,2,,,,平台無此旅宿,2026-08-25,
318,33034,水耘翠Villa會館,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉寶福路225號,0932941749-,,https://maps.google.com/?cid=2331822665212928636,5.0,88,300,15120,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
319,12476,海角城堡民宿,澎湖縣,湖西鄉,民宿,澎湖縣湖西鄉許家村3鄰港子尾68之3號,0932972661,,https://maps.google.com/?cid=18324462795404909971,4.8,87,300,5544,2026-09-01,2026-09-02,2,,,,當日售完,2026-08-25,
320,17703,玩皮城堡民宿,澎湖縣,湖西鄉,民宿,澎湖縣湖西鄉許家村3鄰港子尾68之2號,06-9211977,,https://maps.google.com/?cid=18324462795404909971,4.8,87,300,5544,2026-09-01,2026-09-02,2,,,,僅有其他房型,2026-08-25,雙人／雙床房－附共用衛浴 6126
