序號,hohi_id,旅宿名稱,縣市,鄉鎮市區,業別,地址,電話,官網,Google地圖,Google評分,評論數,合理價格下限,合理價格上限,查詢入住日,查詢退房日,人數,平日雙人房價,房型名稱,來源平台,結果,查核日期,備註
397,18738,山月２２Ｖｉｌｌａ別墅民宿,宜蘭縣,礁溪鄉,民宿,宜蘭縣礁溪鄉十六結路94之7號,090999131303-9875009,http://www.shanyue22.com.tw,https://maps.google.com/?cid=8026870467379231333,4.2,47,300,3420,2026-09-01,2026-09-02,2,,,,,,
398,8830,綠堤民宿,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉武淵村東五路75號,03-9503958,,https://maps.google.com/?cid=10860253089584926103,4.6,46,300,5040,2026-09-01,2026-09-02,2,,,,,,
399,33138,甌璇Ocean民宿,宜蘭縣,蘇澳鎮,民宿,宜蘭縣蘇澳鎮興安路25號,0911906420-,,https://maps.google.com/?cid=9522176152590833776,5,45,300,7200,2026-09-01,2026-09-02,2,,,,,,
400,34494,金玉閣,金門縣,金城鎮,民宿,金門縣金城鎮前水頭37號,0975396312-,,https://maps.google.com/?cid=14028987850970505219,5,45,300,2880,2026-09-01,2026-09-02,2,,,,,,
401,38088,快樂小築,宜蘭縣,頭城鎮,民宿,宜蘭縣頭城鎮頭濱路二段208-1號,0935371896-,https://tw-bnb.com/web/happybnb/,https://maps.google.com/?cid=9292737936035117125,5,45,300,13500,2026-09-01,2026-09-02,2,,,,,,
402,38620,湘河,宜蘭縣,員山鄉,民宿,宜蘭縣員山鄉深洲路179巷20號,0989425332-,,https://maps.google.com/?cid=10047449598330512103,5,45,300,5400,2026-09-01,2026-09-02,2,,,,,,
403,33252,巧居,金門縣,金城鎮,民宿,金門縣金城鎮前水頭13號,0975396312082-373018,,https://maps.google.com/?cid=16242514698132531649,5,43,300,7020,2026-09-01,2026-09-02,2,,,,,,
404,37455,漫居,臺南市,中西區,民宿,臺南市中西區大埔街32號,0931092673-,,https://maps.google.com/?cid=9134340949356339314,4.8,43,300,5400,2026-09-01,2026-09-02,2,,,,,,
405,31412,河畔暮光,臺南市,安平區,民宿,臺南市安平區安億路112號,0909052178-,,https://maps.google.com/?cid=17677699442115473044,4.6,42,300,14400,2026-09-01,2026-09-02,2,,,,,,
406,28432,潤民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市民運里2鄰中興路130號,0937977177,,https://maps.google.com/?cid=9604634437217690039,5,41,300,5400,2026-09-01,2026-09-02,2,,,,,,
407,3368,四季民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉吉安村17鄰中興路186巷5之2號,0912092215,,https://maps.google.com/?cid=18274826810760630260,4.8,41,300,2070,2026-09-01,2026-09-02,2,,,,,,
408,2133,月兒田,宜蘭縣,礁溪鄉,民宿,宜蘭縣礁溪鄉玉光村瑪僯路35-22號,0978777398,,https://maps.google.com/?cid=9898041190976931969,5,41,300,3780,2026-09-01,2026-09-02,2,,,,,,
409,12227,漾品屋民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市民立里民權九街3號,0916100359-,,https://maps.google.com/?cid=7702956217591524374,4.3,41,300,2700,2026-09-01,2026-09-02,2,,,,,,
410,16413,點點民宿,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉公園三路109號,0935086421-,,https://maps.google.com/?cid=10151026592656828653,4.8,40,300,6300,2026-09-01,2026-09-02,2,,,,,,
411,32044,府前紅樓,臺南市,中西區,民宿,臺南市中西區府前路一段122巷12號之1,0903322372,,https://maps.google.com/?cid=15596936207756823843,5,40,300,6480,2026-09-01,2026-09-02,2,,,,,,
412,36272,漫漫浯島旅棧,金門縣,金湖鎮,民宿,金門縣金湖鎮安民60號,0935914181-,,https://maps.google.com/?cid=7616407199823306397,5,39,300,3420,2026-09-01,2026-09-02,2,,,,,,
413,28154,享居,臺南市,中西區,民宿,臺南市中西區西門路二段307巷30號,0929636758-,,https://maps.google.com/?cid=12710973727286163937,4.9,39,300,7999,2026-09-01,2026-09-02,2,,,,,,
414,6769,食宿玩家民宿,南投縣,魚池鄉,民宿,南投縣魚池鄉日月村日月街39號,049-2850116,,https://maps.google.com/?cid=2938089395530830139,3.1,39,300,3150,2026-09-01,2026-09-02,2,,,,,,
415,34977,三餐四季民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市鎖港里鎖港一路73巷8號,0960020708-,,https://maps.google.com/?cid=4012503311187285688,5,38,300,3582,2026-09-01,2026-09-02,2,,,,,,
416,35495,五分醒,宜蘭縣,三星鄉,民宿,宜蘭縣三星鄉五分路一段143號,0936098750-,,https://maps.google.com/?cid=16820302575414449660,4.9,38,300,6120,2026-09-01,2026-09-02,2,,,,,,
417,27026,市中心民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市主商里7鄰中正路494號二樓,090651988803-8310039,,https://maps.google.com/?cid=8517473156717388405,4.8,37,300,4320,2026-09-01,2026-09-02,2,,,,,,
418,16650,君樂民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市興仁里10鄰雙頭掛260號,092804210206-9218950,,https://maps.google.com/?cid=12852818912298793073,4.9,36,300,3780,2026-09-01,2026-09-02,2,,,,,,
419,21243,秋約民宿,金門縣,金湖鎮,民宿,金門縣金湖鎮塔后158之9號,0929232773082-331771,,https://maps.google.com/?cid=10686821436424494412,4.9,36,300,4050,2026-09-01,2026-09-02,2,,,,,,
420,420,睿凡的家民宿,臺東縣,成功鎮,民宿,臺東縣成功鎮麒麟路88-1號,093560293802-89853168,,https://maps.google.com/?cid=6752148957411159981,4.9,36,300,4320,2026-09-01,2026-09-02,2,,,,,,
421,34294,嶼民宿,新北市,瑞芳區,民宿,新北市瑞芳區街頂巷32號,0935735172-,,https://maps.google.com/?cid=14574480467466875238,4.8,36,300,10800,2026-09-01,2026-09-02,2,,,,,,
422,8796,夏約民宿,金門縣,金湖鎮,民宿,金門縣金湖鎮塔后158之7號,0929232773082-331771,,https://maps.google.com/?cid=10686821436424494412,4.9,36,300,4050,2026-09-01,2026-09-02,2,,,,,,
423,34372,光隅民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮紅柴路13之15號,090205900808-8869008,https://www.lighthaus1315.com,https://maps.google.com/?cid=17902787159914618750,5,35,300,8010,2026-09-01,2026-09-02,2,,,,,,
424,35031,穗美人民宿,花蓮縣,瑞穗鄉,民宿,花蓮縣瑞穗鄉瑞美村7鄰中興路53號,0919450258-,,https://maps.google.com/?cid=12973564160690964162,5,35,300,4842,2026-09-01,2026-09-02,2,,,,,,
425,22052,歸來民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市西衛里26鄰西衛691號,0912059808,https://www.facebook.com/TurtleComePHBB/,https://maps.google.com/?cid=12867140500951651237,4.6,34,300,3600,2026-09-01,2026-09-02,2,,,,,,
426,26864,一府民宿,臺南市,中西區,民宿,臺南市中西區國華街二段75號,0980158826,,https://maps.google.com/?cid=12121622191490572343,4.7,33,300,10800,2026-09-01,2026-09-02,2,,,,,,
427,4426,星夜神農,臺南市,中西區,民宿,臺南市中西區民權里金華路四段82號,0921197543-,,https://maps.google.com/?cid=5333186619541725755,4.1,33,300,2700,2026-09-01,2026-09-02,2,,,,,,
428,30948,236寓所民宿,臺東縣,臺東市,民宿,臺東縣臺東市興盛路236號,0931930383-,https://drive.google.com/file/d/1nLsuiZgtPlaUhlSba775CvykrBVWTLd1/view?usp=sharing,https://maps.google.com/?cid=2735240816110809777,5,32,300,5400,2026-09-01,2026-09-02,2,,,,,,
429,35682,邱比特民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆西路1巷5號之8,0958845568-,,https://maps.google.com/?cid=450691708753910477,5,31,300,4050,2026-09-01,2026-09-02,2,,,,,,
430,36578,夏之禾民宿,花蓮縣,玉里鎮,民宿,花蓮縣玉里鎮中城里2鄰忠孝路93號,0963780039-,https://ricebnb.tw,https://maps.google.com/?cid=6115486558702276012,5,30,300,5400,2026-09-01,2026-09-02,2,,,,,,
431,30687,達布旅,臺南市,中西區,民宿,臺南市中西區忠明街6號,0982978567,,https://maps.google.com/?cid=13246168542223472935,4.5,30,300,7182,2026-09-01,2026-09-02,2,,,,,,
432,34426,八里坪民宿,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉三堵路33號,0905636111-,https://8villa.com.tw,https://maps.google.com/?cid=9077886623034403187,5,29,300,7920,2026-09-01,2026-09-02,2,,,,,,
433,34980,百香果民宿,花蓮縣,瑞穗鄉,民宿,花蓮縣瑞穗鄉瑞美村7鄰中興路57號,0928282823-,,https://maps.google.com/?cid=801969794578088641,5,29,300,4050,2026-09-01,2026-09-02,2,,,,,,
434,28145,尚好居,宜蘭縣,員山鄉,民宿,宜蘭縣員山鄉深洲二路83號,0937159867-,https://www.facebook.com/ShanHaoJuVilla,https://maps.google.com/?cid=17335577327479607909,5,29,300,3942,2026-09-01,2026-09-02,2,,,,,,
435,5516,小鹿文娛─劇院酒店,臺南市,北區,旅館,臺南市北區成功路46號,090600817006-2258121,http://www.theatre-hotel.com,https://maps.google.com/?cid=1894117210149667796,4.4,28,300,18792,2026-09-01,2026-09-02,2,,,,,,
436,15855,森活會館,屏東縣,恆春鎮,民宿,屏東縣恆春鎮省北路375號,08-8881986,https://www.facebook.com/itsLife375,https://maps.google.com/?cid=12666204983199447535,3.7,28,300,22500,2026-09-01,2026-09-02,2,,,,,,
437,27313,想來就來,臺南市,中西區,民宿,臺南市中西區大智街29巷17號,0909052178,,https://maps.google.com/?cid=7297063502006962197,3.6,28,300,5400,2026-09-01,2026-09-02,2,,,,,,
438,37314,依山棲,南投縣,鹿谷鄉,民宿,南投縣鹿谷鄉南投縣鹿谷鄉鳳凰村6鄰新進巷1-37號,0935352664-,https://137.ego.tw,https://maps.google.com/?cid=17685701229979555907,5,25,300,5580,2026-09-01,2026-09-02,2,,,,,,
439,38259,金品旅店,屏東縣,枋寮鄉,民宿,屏東縣枋寮鄉僑德路218號,0925148768-,,https://maps.google.com/?cid=17320441047534332494,5,25,300,4500,2026-09-01,2026-09-02,2,,,,,,
440,7793,牛奶糖民宿,屏東縣,恆春鎮,民宿,"屏東縣恆春鎮北門路32,34號",0917293775-,,https://maps.google.com/?cid=3617742019175431495,5,25,300,14400,2026-09-01,2026-09-02,2,,,,,,
441,16654,金門老爺山莊,金門縣,金湖鎮,民宿,金門縣金湖鎮瓊林里珩厝1-1號,0932970071082-320191,,https://maps.google.com/?cid=6517705077050663254,4,24,300,1980,2026-09-01,2026-09-02,2,,,,,,
442,18117,湖下海景渡假民宿,金門縣,金寧鄉,民宿,金門縣金寧鄉湖下223之1號,0919498005-,,https://maps.google.com/?cid=7241683208511468681,4.7,23,300,2160,2026-09-01,2026-09-02,2,,,,,,
443,24031,菊逸居民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市東衛里19鄰東衛6之17號,0972638839-,https://www.facebook.com/juyijupenghuhomestay/,https://maps.google.com/?cid=1700334542825621282,4.9,23,300,5400,2026-09-01,2026-09-02,2,,,,,,
444,35606,小木旅宿民宿,臺東縣,臺東市,民宿,臺東縣臺東市國泰街79號,0986796800-,,https://maps.google.com/?cid=4207229679975963713,4.9,23,300,7920,2026-09-01,2026-09-02,2,,,,,,
445,2569,YOUNG民宿,金門縣,金湖鎮,民宿,金門縣金湖鎮湖前35號,0931610006082-335800,,https://maps.google.com/?cid=1979489709861611635,4.8,22,300,4500,2026-09-01,2026-09-02,2,,,,,,
446,36722,寶寶民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市西文里11鄰西文澳757號,0938286896-,,https://maps.google.com/?cid=1204628879802160016,5,22,300,4770,2026-09-01,2026-09-02,2,,,,,,
447,4821,棒棒糖民宿,臺東縣,臺東市,民宿,臺東縣臺東市中興路3段275巷36弄5號,089-223640,https://www.facebook.com/qin850502?mibextid=vk8aRt,https://maps.google.com/?cid=4728630847350949899,4.9,22,300,5400,2026-09-01,2026-09-02,2,,,,,,
448,34569,拾號行旅,彰化縣,溪湖鎮,民宿,彰化縣溪湖鎮彰水路四段315巷10號,093333644304-7525834,,https://maps.google.com/?cid=17522600273835736446,4.5,21,300,5400,2026-09-01,2026-09-02,2,,,,,,
