hohi_id,旅宿名稱,縣市,鄉鎮市區,業別,地址,電話,官網,Google地圖,Google評分,評論數,旅宿網定價_僅供對照,查詢入住日,查詢退房日,人數,平日雙人房價,來源平台,查核日期,備註
18185,春在民宿,宜蘭縣,羅東鎮,民宿,宜蘭縣羅東鎮仁愛里復興路三段496巷13號,0972232163-,http://www.springfourseason.com/,https://maps.google.com/?cid=17928433414790429308,4.9,728,4800,2026-09-01,2026-09-02,2,,,,
10606,英王旅館,臺南市,中西區,旅館,臺南市中西區忠義路二段233巷26號,06-2263151,,https://maps.google.com/?cid=6161944546490711076,4,710,4980,2026-09-01,2026-09-02,2,,,,
6756,北國之春和風汽車旅館,新北市,鶯歌區,旅館,新北市鶯歌區鶯桃路362之1號,02-26780899,http://yingge.villa-group.com.tw/,https://maps.google.com/?cid=15371148860974714629,3.8,642,1680,2026-09-01,2026-09-02,2,,,,
13776,布查德渡假村民宿,南投縣,魚池鄉,民宿,南投縣魚池鄉大林村嵩山巷17-18號,049-2896685,http://butchardv.68bnb.com,https://maps.google.com/?cid=16035060745400810456,4.4,637,3000,2026-09-01,2026-09-02,2,,,,
12569,艾薇卡民宿,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉大吉村大吉一路15巷6號,03-9502287,,https://maps.google.com/?cid=8746731054868119391,4.7,630,2600,2026-09-01,2026-09-02,2,,,,
32562,救國團復興青年活動中心,桃園市,復興區,旅館,桃園市復興區中山路1號,03-3822276,http://fuhsing.cyh.org.tw/,https://maps.google.com/?cid=1054720891119869173,4.3,600,6000,2026-09-01,2026-09-02,2,,,,
7085,寶麗旅宿,臺中市,后里區,民宿,臺中市后里區安眉路116巷103號,0980168517,,https://maps.google.com/?cid=5288090133886174388,4.1,582,4800,2026-09-01,2026-09-02,2,,,,
16391,路徒行旅-偵探寓所,花蓮縣,花蓮市,旅館,花蓮縣花蓮市國威里20鄰中山路361號,03-8333606,https://www.mazorhotel.com/,https://maps.google.com/?cid=5836669693919424230,4.9,515,8880,2026-09-01,2026-09-02,2,,,,
8468,千霞園(特色民宿),臺南市,白河區,民宿,臺南市白河區六溪里六重溪123號,098980555806-6842668,,https://maps.google.com/?cid=6450570596768234585,4.3,489,3800,2026-09-01,2026-09-02,2,,,,
2693,台南南科戴斯精選酒店,臺南市,新市區,旅館,臺南市新市區中正路406號,06-5899111,http://www.sendale.com.tw/tainan/index.php,https://maps.google.com/?cid=11379110560880201121,3.3,484,3700,2026-09-01,2026-09-02,2,,,,
9504,鈴之宇民宿,花蓮縣,壽豐鄉,民宿,花蓮縣壽豐鄉月眉村月眉六段18號,03-8631292,http://www.revika.com.tw/,https://maps.google.com/?cid=9780368235155341608,4.6,475,8800,2026-09-01,2026-09-02,2,,,,
29803,閣樂有限公司,宜蘭縣,羅東鎮,旅館,宜蘭縣羅東鎮倉前路83號3樓之1、之2、之3、之5、之6、之7、之8、之9、之10,0900319333,https://twstay.tw/babylove/index.html,https://maps.google.com/?cid=3070332430908451528,4.7,464,1000,2026-09-01,2026-09-02,2,,,,
22017,森林鹿紅茶民宿,臺南市,中西區,民宿,臺南市中西區金華路四段28號,0909777008,,https://maps.google.com/?cid=8863849522072914556,4.9,464,7900,2026-09-01,2026-09-02,2,,,,
235,123會館,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉公園一路18號,0928073502,,https://maps.google.com/?cid=2069835733709071640,4.9,463,7000,2026-09-01,2026-09-02,2,,,,
4868,花蓮S.E.A.民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市民主里5鄰海濱街72號,090539339803-8352523,http://www.seahualien.com/,https://maps.google.com/?cid=11354834343681444640,4.5,462,16800,2026-09-01,2026-09-02,2,,,,
33787,旅人驛站中正藏書館民宿,臺東縣,臺東市,民宿,臺東縣臺東市中正路392巷15號,089-328988,,https://maps.google.com/?cid=10593872968734169416,4.3,459,8000,2026-09-01,2026-09-02,2,,,,
29090,水明漾私人VILLA,宜蘭縣,三星鄉,民宿,宜蘭縣三星鄉尚貴路1段89號,0930177777-,,https://maps.google.com/?cid=11583559917576951738,4.7,459,8000,2026-09-01,2026-09-02,2,,,,
30787,神隱之森民宿,新北市,瑞芳區,民宿,新北市瑞芳區崙頂路48號,0905788650-,,https://maps.google.com/?cid=15291107315821761242,4.9,458,13800,2026-09-01,2026-09-02,2,,,,
22120,雀客快捷,新北市,淡水區,旅館,新北市淡水區長庚里中山路8號7樓,02-26238111,,https://maps.google.com/?cid=16424708284922303491,4.2,456,22000,2026-09-01,2026-09-02,2,,,,
8899,萊茵商旅,基隆市,中正區,旅館,基隆市中正區信一路177號17樓,02-24257766,http://www.rhineinn.com.tw,https://maps.google.com/?cid=5626594804056619074,3.5,453,5300,2026-09-01,2026-09-02,2,,,,
17991,瑞君商務旅館,臺中市,東區,旅館,臺中市東區復興路4段100號11-12樓,04-22235838,,https://maps.google.com/?cid=18192794359198403414,3.7,453,3500,2026-09-01,2026-09-02,2,,,,
6292,君瑞精品旅店,臺中市,東區,旅館,臺中市東區復興路四段100號9樓之1、10樓之1,04-22268688,,https://maps.google.com/?cid=18192794359198403414,3.7,453,4000,2026-09-01,2026-09-02,2,,,,
17431,恆春老街文化旅社,屏東縣,恆春鎮,旅館,屏東縣恆春鎮中山路41號,08-8869977,,https://maps.google.com/?cid=6261549186878814357,4.6,451,600,2026-09-01,2026-09-02,2,,,,
10943,沫秋立柳川行旅,臺中市,中區,旅館,臺中市中區柳川西路三段22號、22號3~12樓之1,04-22229880,,https://maps.google.com/?cid=3002579481090040996,4.2,451,9880,2026-09-01,2026-09-02,2,,,,
11900,Ｊａｎｅ．橙堡民宿,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉協和村傳藝路一段425號,0972505089,,https://maps.google.com/?cid=12227659962402194011,4.7,446,3600,2026-09-01,2026-09-02,2,,,,
3462,沂宸衿后禾居-民生館,高雄市,新興區,旅館,高雄市新興區民生一路77號1至7樓,07-2229898,,https://maps.google.com/?cid=483472625631785263,4.8,444,8800,2026-09-01,2026-09-02,2,,,,
34323,愛琴海民宿,金門縣,金城鎮,民宿,金門縣金城鎮西海路三段22巷33弄20號,0933699964082-316058,,https://maps.google.com/?cid=7827708685923170619,5,444,3600,2026-09-01,2026-09-02,2,,,,
36238,暮暮山丘,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恒南路11巷26弄61號,0908872339-,,https://maps.google.com/?cid=13900620772820119819,5,432,6500,2026-09-01,2026-09-02,2,,,,
27183,上禾居,臺南市,安平區,民宿,臺南市安平區世平一街8巷50號,0930803301-,https://ab0930803301.wixsite.com/j666,https://maps.google.com/?cid=15347361228243710283,4.9,431,4800,2026-09-01,2026-09-02,2,,,,
7275,魚雅築渡假民宿,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉柯林村光華一路407號,0958580996-,https://www.fish-house.com.tw/,https://maps.google.com/?cid=11999210385465706689,4.8,429,7800,2026-09-01,2026-09-02,2,,,,
10956,茶田關舍民宿,臺東縣,關山鎮,民宿,臺東縣關山鎮豐泉里3鄰平等路99號,0912103373089-815098,,https://maps.google.com/?cid=2091969598469475805,4.9,429,5200,2026-09-01,2026-09-02,2,,,,
35372,九號光舟民宿,臺南市,安平區,民宿,臺南市安平區州平二街51號,0915495335-,,https://maps.google.com/?cid=13810710094139135171,5,425,30000,2026-09-01,2026-09-02,2,,,,
14644,晴天娃娃民宿,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉協和村親河路二段103巷1弄1號,03-9504284,,https://maps.google.com/?cid=6926589571486944553,4.6,416,2800,2026-09-01,2026-09-02,2,,,,
8251,幸福加油站民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市信義街93號,0922809899-,,https://maps.google.com/?cid=8885140075177861709,4.7,416,4800,2026-09-01,2026-09-02,2,,,,
3809,采岩汽車旅館,臺中市,北屯區,旅館,臺中市北屯區崇德路三段111號,04-24228083,,https://maps.google.com/?cid=2966623923050192006,3.7,412,1360,2026-09-01,2026-09-02,2,,,,
28371,枋山六號店,屏東縣,枋山鄉,民宿,屏東縣枋山鄉枋山村中山路四段6號,0925838485-,,https://maps.google.com/?cid=10962170674961656239,4.3,411,2800,2026-09-01,2026-09-02,2,,,,
13647,設計師的家休閒民宿,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉孝威村孝威一路138號,03-9509413,http://www.designerhouse.com.tw,https://maps.google.com/?cid=9029578540011951275,4.8,410,4500,2026-09-01,2026-09-02,2,,,,
20527,兆泓民宿,南投縣,魚池鄉,民宿,南投縣魚池鄉水社村2鄰中山路455之2號,049-2856608,,https://maps.google.com/?cid=8541129986539308441,4.8,410,5800,2026-09-01,2026-09-02,2,,,,
269,蘭庭民宿,宜蘭縣,員山鄉,民宿,宜蘭縣員山鄉賢德路一段30號,03-9232699,http://www.sakurailan.com,https://maps.google.com/?cid=13601483672036400360,4.9,408,5000,2026-09-01,2026-09-02,2,,,,
1554,車站一百米民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市國興一街20號,0965312180-,,https://maps.google.com/?cid=592327349476039086,4.7,398,3800,2026-09-01,2026-09-02,2,,,,
22078,綠堡休閒民宿,南投縣,埔里鎮,民宿,南投縣埔里鎮大城里42鄰水裡巷28號,049-2916656,,https://maps.google.com/?cid=2886773438626250277,4.7,394,5000,2026-09-01,2026-09-02,2,,,,
28940,羅東好民宿,宜蘭縣,羅東鎮,民宿,宜蘭縣羅東鎮北投街81號,0970091667,,https://maps.google.com/?cid=11953134359514594419,5,388,5000,2026-09-01,2026-09-02,2,,,,
26995,風海山會館,屏東縣,恆春鎮,民宿,屏東縣恆春鎮環城北路120號,0975297807-,https://www.windseahillinn.com/,https://maps.google.com/?cid=8729378846499897869,5,384,4200,2026-09-01,2026-09-02,2,,,,
31313,裏白VILLA民宿,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉丸山二路31號,0933245113-,,https://maps.google.com/?cid=13935066157980755059,5,380,18000,2026-09-01,2026-09-02,2,,,,
35934,粨倉文旅,雲林縣,西螺鎮,民宿,雲林縣西螺鎮延平路89號,0988096533-,,https://maps.google.com/?cid=12720967894423921008,4.9,373,3800,2026-09-01,2026-09-02,2,,,,
35833,彰化華宿文旅,彰化縣,彰化市,旅館,彰化縣彰化市中興路19號,0970287068-,,https://maps.google.com/?cid=10668679327170116908,4.8,371,10000,2026-09-01,2026-09-02,2,,,,
33487,安樓文旅,基隆市,仁愛區,民宿,基隆市仁愛區仁三路11-4號,02-24250220,,https://maps.google.com/?cid=9387234548940407723,4.9,369,5250,2026-09-01,2026-09-02,2,,,,
18297,山水屋民宿,新竹縣,北埔鄉,民宿,新竹縣北埔鄉南坑村9鄰大南坑7-7號,03-5802888,,https://maps.google.com/?cid=1617856748803482598,4.6,367,7200,2026-09-01,2026-09-02,2,,,,
30106,埔里城民宿,南投縣,埔里鎮,民宿,南投縣埔里鎮北梅里西安路一段306號,0965313831-,,https://maps.google.com/?cid=488953535431505138,4.2,365,6000,2026-09-01,2026-09-02,2,,,,
14414,立霧左邨民宿,花蓮縣,秀林鄉,民宿,花蓮縣秀林鄉崇德村崇德198之15號,03-8621511,,https://maps.google.com/?cid=1513014361513871901,4.8,364,5600,2026-09-01,2026-09-02,2,,,,
17851,嚨口秘境古厝民宿,金門縣,金寧鄉,民宿,金門縣金寧鄉嚨口16、18號,0966698973-,,https://maps.google.com/?cid=15022461197634114431,4.9,362,4000,2026-09-01,2026-09-02,2,,,,
2551,皇冠商務汽車旅館,桃園市,桃園區,旅館,桃園市桃園區莊敬路一段150號,03-3266066,https://www.ifmotel.com.tw/,https://maps.google.com/?cid=16219492099172395984,3.9,357,8000,2026-09-01,2026-09-02,2,,,,
8895,向日葵精緻旅店民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市西文里10鄰西文澳85之2號,0975723872,,https://maps.google.com/?cid=10274841041723815464,4.9,353,2800,2026-09-01,2026-09-02,2,,,,
27245,西湖柚子家民宿,苗栗縣,西湖鄉,民宿,苗栗縣西湖鄉湖東村8鄰埔頂9之45號,037-922531,,https://maps.google.com/?cid=9515450891328584613,4.8,352,4000,2026-09-01,2026-09-02,2,,,,
35850,胡桃,臺南市,安平區,民宿,臺南市安平區世平五街67號,0955497335-,,https://maps.google.com/?cid=10777812487904521791,4.9,348,10900,2026-09-01,2026-09-02,2,,,,
16099,米南汽車旅館,苗栗縣,苗栗市,旅館,苗栗縣苗栗市新英里新英76號,037-335088,,https://maps.google.com/?cid=5847147890258719071,3.4,347,2200,2026-09-01,2026-09-02,2,,,,
32,南國海岸渡假特色民宿,屏東縣,琉球鄉,民宿,屏東縣琉球鄉肚仔坪路8號,091912124108-8613830,,https://maps.google.com/?cid=5201853220813473168,4.5,346,7400,2026-09-01,2026-09-02,2,,,,
20706,苓旅旅館中山館,臺北市,中山區,旅館,"臺北市中山區建國北路2段91號1樓,93號1至7樓,2樓-1至7樓-1,95巷2號1樓,4號1樓",02-25084588,,https://maps.google.com/?cid=15223056410304650865,3.8,343,3280,2026-09-01,2026-09-02,2,,,,
5790,薩爾茲堡莊園民宿,花蓮縣,壽豐鄉,民宿,花蓮縣壽豐鄉月眉村月眉3段127號,0921688139,http://www.salzburg.com.tw,https://maps.google.com/?cid=4674933920127714761,4.7,340,3600,2026-09-01,2026-09-02,2,,,,
35007,鹿港宏旭民宿,彰化縣,鹿港鎮,民宿,彰化縣鹿港鎮永安三路25號,0937794079-,,https://maps.google.com/?cid=3958138407208142978,4.9,338,3800,2026-09-01,2026-09-02,2,,,,
10009,友愛山序漫旅,臺東縣,臺東市,旅館,臺東縣臺東市大同路141號6.7.8樓,0906574688089-359999,https://yoairoam.hexa.tw/,https://maps.google.com/?cid=968632674809118345,3.9,337,6000,2026-09-01,2026-09-02,2,,,,
14016,方舟島民宿,花蓮縣,新城鄉,民宿,花蓮縣新城鄉佳林村佳林112之18號,0931168198,,https://maps.google.com/?cid=5295156878708540128,4.8,336,8000,2026-09-01,2026-09-02,2,,,,
26136,小琉球懶人旅宿,屏東縣,琉球鄉,民宿,屏東縣琉球鄉漁福村8鄰三民路91之5號,0910712610,,https://maps.google.com/?cid=6752161897476024622,4.9,336,4600,2026-09-01,2026-09-02,2,,,,
13572,貓天空鄉村民宿,宜蘭縣,三星鄉,民宿,宜蘭縣三星鄉行健村行健五路88巷15號,0937245170-,,https://maps.google.com/?cid=10052661534844779080,4.6,335,4000,2026-09-01,2026-09-02,2,,,,
4462,耀西文旅新美館,臺南市,中西區,旅館,"臺南市中西區新美街21號2-5樓,23號1-4樓",06-2211308,,https://maps.google.com/?cid=7477623746220033273,4.5,332,10000,2026-09-01,2026-09-02,2,,,,
14703,西文旅,臺南市,中西區,旅館,臺南市中西區新美街15號,06-2211308,,https://maps.google.com/?cid=7477623746220033273,4.5,332,20000,2026-09-01,2026-09-02,2,,,,
37863,福容徠旅 澎湖,澎湖縣,馬公市,旅館,澎湖縣馬公市東文里4鄰大賢街97號,06-9221888,https://www.fullon-hotels.com.tw/fullon-poshtels/ph/tw/,https://maps.google.com/?cid=8132629454827038071,4.8,328,9800,2026-09-01,2026-09-02,2,,,,
8652,法格斯-石光,臺中市,外埔區,民宿,臺中市外埔區水頭二路32號,0919833958-,,https://maps.google.com/?cid=560728857567672511,5,326,6800,2026-09-01,2026-09-02,2,,,,
38472,眠花糖民宿,臺東縣,成功鎮,民宿,臺東縣成功鎮忠仁里中華路104號,0958369842089-852898,,https://maps.google.com/?cid=8283088671165427915,5,325,7500,2026-09-01,2026-09-02,2,,,,
2782,苓旅站前,臺北市,中正區,旅館,臺北市中正區忠孝西路一段72號4樓,090755120302-23814755,,https://maps.google.com/?cid=18330583586156574857,3.9,324,12880,2026-09-01,2026-09-02,2,,,,
21086,方迪大旅社,臺南市,北區,旅館,臺南市北區成功路68巷27號1-3樓,0905809238-,https://www.facebook.com/FUNDI-906262006067345/,https://maps.google.com/?cid=12470025008942284736,4,324,4800,2026-09-01,2026-09-02,2,,,,
8971,月圓汽車旅館,新北市,樹林區,旅館,新北市樹林區八德街208巷12號,02-86862828,,https://maps.google.com/?cid=437913536990269162,3.6,322,1380,2026-09-01,2026-09-02,2,,,,
28546,雅漾民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市主計里10鄰信義街8號,0905320035,,https://maps.google.com/?cid=14142036138139684388,4.5,322,8800,2026-09-01,2026-09-02,2,,,,
13136,近月旭海民宿,花蓮縣,壽豐鄉,民宿,花蓮縣壽豐鄉鹽寮村鹽寮152號,03-8671158,,https://maps.google.com/?cid=2044448860294698516,4.4,322,4500,2026-09-01,2026-09-02,2,,,,
4596,弋式風莊園民宿,臺東縣,關山鎮,民宿,臺東縣關山鎮崁頂59之1號,089-814553,,https://maps.google.com/?cid=5570884064457481961,4.8,321,4600,2026-09-01,2026-09-02,2,,,,
15881,寶島窯民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆公路1179巷15號,0929030384-,http://pottery.kenting-minsu.tw/,https://maps.google.com/?cid=13446847517571052425,4.8,319,6000,2026-09-01,2026-09-02,2,,,,
10550,梅花森林民宿,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉廣興路529巷2弄82號,03-9540456,,https://maps.google.com/?cid=18139378166125515630,4.6,319,7500,2026-09-01,2026-09-02,2,,,,
16116,松柏林民宿,高雄市,六龜區,民宿,高雄市六龜區興龍里3鄰土壟37-8號,07-6891010,,https://maps.google.com/?cid=12523462182352767980,3.3,316,5980,2026-09-01,2026-09-02,2,,,,
5978,英倫旅店,臺東縣,臺東市,旅館,臺東縣臺東市中華路一段564號,089-324150,,https://maps.google.com/?cid=1319337086124424994,3.6,315,2400,2026-09-01,2026-09-02,2,,,,
31791,沃丘民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮四溝路76號,0910769617,,https://maps.google.com/?cid=7740267552272178987,5,315,15000,2026-09-01,2026-09-02,2,,,,
31088,徐徐民宿,嘉義縣,竹崎鄉,民宿,嘉義縣竹崎鄉義仁村8鄰竹民路321號,0928391778-,https://www.facebook.com/profile.php?id=100067421823740,https://maps.google.com/?cid=4892493645927717624,5,312,5888,2026-09-01,2026-09-02,2,,,,
17784,花鄉旅館大寮店,高雄市,大寮區,旅館,高雄市大寮區翁園里光明路三段397號,07-7813752,,https://maps.google.com/?cid=6858149648970072187,3.3,306,8500,2026-09-01,2026-09-02,2,,,,
7452,龍江大飯店,南投縣,水里鄉,旅館,南投縣水里鄉農富村民生路402號,049-2770002,,https://maps.google.com/?cid=6859242492982788735,4.6,305,5000,2026-09-01,2026-09-02,2,,,,
3896,杰克山莊大飯店,花蓮縣,花蓮市,旅館,花蓮縣花蓮市花蓮市民族里8鄰復興街29號,03-8339695,https://twstay.com/RWD2/index.aspx?BNB=jackhouse2,https://maps.google.com/?cid=4670117407508300076,4.4,303,4000,2026-09-01,2026-09-02,2,,,,
1914,微醺,金門縣,金城鎮,民宿,金門縣金城鎮古城里6鄰金門城68之3號,0900768008,,https://maps.google.com/?cid=13606137369658167381,4.9,303,3600,2026-09-01,2026-09-02,2,,,,
13415,櫻花嶺渡假山莊,南投縣,鹿谷鄉,民宿,南投縣鹿谷鄉竹林村田頭巷25-3-2號,049-2677370,http://www.sakuravilla.com.tw,https://maps.google.com/?cid=12976748092264276403,4.6,303,4200,2026-09-01,2026-09-02,2,,,,
5032,覓夏旅店民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮南灣路104號,0939255709,,https://maps.google.com/?cid=6179732255452020920,4.7,302,6500,2026-09-01,2026-09-02,2,,,,
28286,奧麗雅安莊園民宿,臺東縣,成功鎮,民宿,臺東縣成功鎮小馬路134-18號,0988800085-,,https://maps.google.com/?cid=722496557773258182,5,301,9800,2026-09-01,2026-09-02,2,,,,
6695,公園６１號民宿,宜蘭縣,羅東鎮,民宿,宜蘭縣羅東鎮忠孝新村61號,0952815100,,https://maps.google.com/?cid=4283262708632032826,4.9,299,5000,2026-09-01,2026-09-02,2,,,,
12505,新堡汽車旅館,宜蘭縣,羅東鎮,旅館,宜蘭縣羅東鎮復興路二段238巷19號1-3樓,03-9567799,,https://maps.google.com/?cid=17268485636181914918,3.5,299,2180,2026-09-01,2026-09-02,2,,,,
9142,當歸民宿,嘉義縣,番路鄉,民宿,嘉義縣番路鄉公田村龍頭路18-4號,05-2586841,,https://maps.google.com/?cid=13198584368427218382,4.2,298,4000,2026-09-01,2026-09-02,2,,,,
21185,幸福肥屋民宿,臺東縣,臺東市,民宿,臺東縣臺東市更生北路293巷10號,0955763461-,http://happyfatintaitung.weebly.com/,https://maps.google.com/?cid=12214819479990840476,4.9,297,4600,2026-09-01,2026-09-02,2,,,,
1630,風尚會館,屏東縣,恆春鎮,民宿,屏東縣恆春鎮船帆路676巷5-1號,08-8851196,http://www.funsonhotel.com.tw,https://maps.google.com/?cid=17838107074995399172,4.9,287,7000,2026-09-01,2026-09-02,2,,,,
27671,博拉樂民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆西路33巷119號,0905150290-,,https://maps.google.com/?cid=4665222535312661425,5,285,3200,2026-09-01,2026-09-02,2,,,,
37463,綠知心泉莊園,南投縣,水里鄉,民宿,南投縣水里鄉南投縣水里鄉仁愛路25號,0932543334049-2776232,,https://maps.google.com/?cid=9556252024109975051,4.7,285,4600,2026-09-01,2026-09-02,2,,,,
3639,貴夫人渡假民宿,南投縣,魚池鄉,民宿,南投縣魚池鄉共和村長興巷1-8號,049-2898518,,https://maps.google.com/?cid=16656700291272774772,4.9,285,5600,2026-09-01,2026-09-02,2,,,,
4511,同居,高雄市,新興區,民宿,高雄市新興區文橫一路5巷28號,07-2410321,http://withinnhostel.com/,https://maps.google.com/?cid=12038600658868958276,4.5,285,4200,2026-09-01,2026-09-02,2,,,,
27789,呆整天民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆西路33巷123弄3號,0975297717-,,https://maps.google.com/?cid=2202744899160500048,5,285,3200,2026-09-01,2026-09-02,2,,,,
22837,後山拾光民宿,花蓮縣,玉里鎮,民宿,花蓮縣玉里鎮中城里6鄰城東四街7號,0966786897,,https://maps.google.com/?cid=16420998055991236670,4.8,284,3000,2026-09-01,2026-09-02,2,,,,
